Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,RoleTenureRatio,ManagerTenureRatio,IncomeTenureRatio,IncomeTotalWorkRatio,RoleTenureRatio_was_nan,ManagerTenureRatio_was_nan,IncomeTenureRatio_was_nan,IncomeTotalWorkRatio_was_nan
31,No,Travel_Rarely,616,Research & Development,12,3-Bachelor,Medical,4-Very High,Female,41,3-High,2,Healthcare Representative,4-Very High,Married,5855,17369,0,Yes,11,3-Excellent,3-High,2,10,2,1-Bad,9,7,8,5,0.78,0.56,650.56,585.5,0,0,0,0
40,No,Travel_Frequently,1469,Research & Development,9,4-Master,Medical,4-Very High,Male,35,3-High,1,Research Scientist,2-Medium,Divorced,3617,25063,8,Yes,14,3-Excellent,4-Very High,1,3,2,3-Better,1,1,0,0,1.0,0.0,3617.0,1205.67,0,0,0,0
32,No,Travel_Rarely,498,Research & Development,3,4-Master,Medical,3-High,Female,93,3-High,2,Manufacturing Director,1-Low,Married,6725,13554,1,No,12,3-Excellent,3-High,1,8,2,4-Best,8,7,6,3,0.88,0.38,840.62,840.62,0,0,0,0
36,Yes,Travel_Rarely,530,Sales,3,1-Below College,Life Sciences,3-High,Male,51,2-Medium,3,Sales Executive,4-Very High,Married,10325,5518,1,Yes,11,3-Excellent,1-Low,1,16,6,3-Better,16,7,3,7,0.44,0.44,645.31,645.31,0,0,0,0
33,No,Travel_Rarely,1069,Research & Development,1,3-Bachelor,Life Sciences,2-Medium,Female,42,2-Medium,2,Healthcare Representative,4-Very High,Single,6949,12291,0,No,14,3-Excellent,1-Low,0,6,3,3-Better,5,0,1,4,0.0,0.8,1389.8,1158.17,0,0,0,0
37,Yes,Travel_Rarely,625,Sales,1,4-Master,Life Sciences,1-Low,Male,46,2-Medium,3,Sales Executive,3-High,Married,10609,14922,5,No,11,3-Excellent,3-High,0,17,2,1-Bad,14,1,11,7,0.07,0.5,757.79,624.06,0,0,0,0
45,No,Non-Travel,805,Research & Development,4,2-College,Life Sciences,3-High,Male,57,3-High,2,Laboratory Technician,2-Medium,Married,4447,23163,1,No,12,3-Excellent,2-Medium,0,9,5,2-Good,9,7,0,8,0.78,0.89,494.11,494.11,0,0,0,0
29,No,Travel_Frequently,1404,Sales,20,3-Bachelor,Technical Degree,3-High,Female,84,3-High,1,Sales Representative,4-Very High,Married,2157,18203,1,No,15,3-Excellent,2-Medium,1,3,5,3-Better,3,1,0,2,0.33,0.67,719.0,719.0,0,0,0,0
35,No,Travel_Rarely,1219,Sales,18,3-Bachelor,Medical,3-High,Female,86,3-High,2,Sales Executive,3-High,Married,4601,6179,1,No,16,3-Excellent,2-Medium,0,5,3,3-Better,5,2,1,0,0.4,0.0,920.2,920.2,0,0,0,0
52,No,Travel_Rarely,1053,Research & Development,1,2-College,Life Sciences,4-Very High,Male,70,3-High,4,Manager,4-Very High,Married,17099,13829,2,No,15,3-Excellent,2-Medium,1,26,2,2-Good,9,8,7,8,0.89,0.89,1899.89,657.65,0,0,0,0
58,Yes,Travel_Rarely,289,Research & Development,2,3-Bachelor,Technical Degree,4-Very High,Male,51,3-High,1,Research Scientist,3-High,Single,2479,26227,4,No,24,4-Outstanding,1-Low,0,7,4,3-Better,1,0,0,0,0.0,0.0,2479.0,354.14,0,0,0,0
53,No,Travel_Rarely,1376,Sales,2,2-College,Medical,3-High,Male,45,3-High,4,Manager,3-High,Divorced,14852,13938,6,No,13,3-Excellent,3-High,1,22,3,4-Best,17,13,15,2,0.76,0.12,873.65,675.09,0,0,0,0
30,No,Travel_Rarely,231,Sales,8,2-College,Other,3-High,Male,62,3-High,3,Sales Executive,3-High,Divorced,7264,9977,5,No,11,3-Excellent,1-Low,1,10,2,4-Best,8,4,7,7,0.5,0.88,908.0,726.4,0,0,0,0
38,No,Non-Travel,152,Sales,10,3-Bachelor,Technical Degree,3-High,Female,85,3-High,2,Sales Executive,4-Very High,Single,5666,19899,1,Yes,13,3-Excellent,2-Medium,0,6,1,3-Better,5,3,1,3,0.6,0.6,1133.2,944.33,0,0,0,0
35,No,Travel_Rarely,882,Sales,3,4-Master,Life Sciences,4-Very High,Male,92,3-High,3,Sales Executive,4-Very High,Divorced,7823,6812,6,No,13,3-Excellent,2-Medium,1,12,2,3-Better,10,9,0,8,0.9,0.8,782.3,651.92,0,0,0,0
39,No,Travel_Rarely,903,Sales,2,5-Doctor,Life Sciences,1-Low,Male,41,4-Very High,3,Sales Executive,3-High,Single,7880,2560,0,No,18,3-Excellent,4-Very High,0,9,3,3-Better,8,7,0,7,0.88,0.88,985.0,875.56,0,0,0,0
40,Yes,Non-Travel,1479,Sales,24,3-Bachelor,Life Sciences,2-Medium,Female,100,4-Very High,4,Sales Executive,2-Medium,Single,13194,17071,4,Yes,16,3-Excellent,4-Very High,0,22,2,2-Good,1,0,0,0,0.0,0.0,13194.0,599.73,0,0,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4-Master,Medical,3-High,Male,64,4-Very High,2,Manufacturing Director,3-High,Divorced,5067,6759,1,Yes,19,3-Excellent,3-High,0,20,3,4-Best,19,10,2,7,0.53,0.37,266.68,253.35,0,0,0,0
36,No,Non-Travel,1229,Sales,8,4-Master,Technical Degree,1-Low,Male,84,3-High,2,Sales Executive,4-Very High,Divorced,5079,25952,4,No,13,3-Excellent,4-Very High,2,12,3,3-Better,7,7,0,7,1.0,1.0,725.57,423.25,0,0,0,0
31,Yes,Non-Travel,335,Research & Development,9,2-College,Medical,3-High,Male,46,2-Medium,1,Research Scientist,1-Low,Single,2321,10322,0,Yes,22,4-Outstanding,1-Low,0,4,0,3-Better,3,2,1,2,0.67,0.67,773.67,580.25,0,0,0,0
33,No,Non-Travel,722,Sales,17,3-Bachelor,Life Sciences,4-Very High,Male,38,3-High,4,Manager,3-High,Single,17444,20489,1,No,11,3-Excellent,4-Very High,0,10,2,3-Better,10,8,6,0,0.8,0.0,1744.4,1744.4,0,0,0,0
29,Yes,Travel_Rarely,906,Research & Development,10,3-Bachelor,Life Sciences,4-Very High,Female,92,2-Medium,1,Research Scientist,1-Low,Single,2404,11479,6,Yes,20,4-Outstanding,3-High,0,3,5,3-Better,0,0,0,0,0.0,0.0,0.0,801.33,0,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,1-Below College,Life Sciences,2-Medium,Female,53,3-High,1,Research Scientist,4-Very High,Single,3452,17241,3,No,18,3-Excellent,1-Low,0,5,4,3-Better,3,2,0,2,0.67,0.67,1150.67,690.4,0,0,0,0
45,No,Travel_Rarely,974,Research & Development,1,4-Master,Medical,4-Very High,Female,91,3-High,1,Laboratory Technician,4-Very High,Divorced,2270,11005,3,No,14,3-Excellent,4-Very High,2,8,2,3-Better,5,3,0,2,0.6,0.4,454.0,283.75,0,0,0,0
50,No,Travel_Rarely,1126,Research & Development,1,2-College,Medical,4-Very High,Male,66,3-High,4,Research Director,4-Very High,Divorced,17399,6615,9,No,22,4-Outstanding,3-High,1,32,1,2-Good,5,4,1,3,0.8,0.6,3479.8,543.72,0,0,0,0
33,No,Travel_Frequently,827,Research & Development,1,4-Master,Other,3-High,Female,84,4-Very High,2,Healthcare Representative,2-Medium,Married,5488,20161,1,Yes,13,3-Excellent,1-Low,1,6,2,3-Better,6,5,1,2,0.83,0.33,914.67,914.67,0,0,0,0
41,No,Travel_Frequently,840,Research & Development,9,3-Bachelor,Medical,1-Low,Male,64,3-High,5,Research Director,3-High,Divorced,19419,3735,2,No,17,3-Excellent,2-Medium,1,21,2,4-Best,18,16,0,11,0.89,0.61,1078.83,924.71,0,0,0,0
27,No,Travel_Rarely,1134,Research & Development,16,4-Master,Technical Degree,3-High,Female,37,3-High,1,Laboratory Technician,2-Medium,Married,2811,12086,9,No,14,3-Excellent,2-Medium,1,4,2,3-Better,2,2,2,2,1.0,1.0,1405.5,702.75,0,0,0,0
45,No,Non-Travel,248,Research & Development,23,2-College,Life Sciences,4-Very High,Male,42,3-High,2,Laboratory Technician,1-Low,Married,3633,14039,1,Yes,15,3-Excellent,3-High,1,9,2,3-Better,9,8,0,8,0.89,0.89,403.67,403.67,0,0,0,0
47,No,Travel_Rarely,955,Sales,4,2-College,Life Sciences,4-Very High,Female,83,3-High,2,Sales Executive,4-Very High,Single,4163,8571,1,Yes,17,3-Excellent,3-High,0,9,0,3-Better,9,0,0,7,0.0,0.78,462.56,462.56,0,0,0,0
30,Yes,Travel_Rarely,138,Research & Development,22,3-Bachelor,Life Sciences,1-Low,Female,48,3-High,1,Research Scientist,3-High,Married,2132,11539,4,Yes,11,3-Excellent,2-Medium,0,7,2,3-Better,5,2,0,1,0.4,0.2,426.4,304.57,0,0,0,0
50,No,Travel_Rarely,939,Research & Development,24,3-Bachelor,Life Sciences,4-Very High,Male,95,3-High,4,Manufacturing Director,3-High,Married,13973,4161,3,Yes,18,3-Excellent,4-Very High,1,22,2,3-Better,12,11,1,5,0.92,0.42,1164.42,635.14,0,0,0,0
38,No,Travel_Frequently,1391,Research & Development,10,1-Below College,Medical,3-High,Male,66,3-High,1,Research Scientist,3-High,Married,2684,12127,0,No,17,3-Excellent,2-Medium,1,3,0,2-Good,2,1,0,2,0.5,1.0,1342.0,894.67,0,0,0,0
46,No,Travel_Rarely,566,Research & Development,7,2-College,Medical,4-Very High,Male,75,3-High,3,Manufacturing Director,3-High,Divorced,10845,24208,6,No,13,3-Excellent,2-Medium,1,13,3,3-Better,8,7,0,7,0.88,0.88,1355.62,834.23,0,0,0,0
24,No,Travel_Rarely,1206,Research & Development,17,1-Below College,Medical,4-Very High,Female,41,2-Medium,2,Manufacturing Director,3-High,Divorced,4377,24117,1,No,15,3-Excellent,2-Medium,2,5,6,3-Better,4,2,3,2,0.5,0.5,1094.25,875.4,0,0,0,0
35,Yes,Travel_Rarely,622,Research & Development,14,4-Master,Other,3-High,Male,39,2-Medium,1,Laboratory Technician,2-Medium,Divorced,3743,10074,1,Yes,24,4-Outstanding,4-Very High,1,5,2,1-Bad,4,2,0,2,0.5,0.5,935.75,748.6,0,0,0,0
31,No,Travel_Frequently,853,Research & Development,1,1-Below College,Life Sciences,3-High,Female,96,3-High,2,Manufacturing Director,1-Low,Married,4148,11275,1,No,12,3-Excellent,3-High,1,4,1,3-Better,4,3,0,3,0.75,0.75,1037.0,1037.0,0,0,0,0
18,No,Non-Travel,287,Research & Development,5,2-College,Life Sciences,2-Medium,Male,73,3-High,1,Research Scientist,4-Very High,Single,1051,13493,1,No,15,3-Excellent,4-Very High,0,0,2,3-Better,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,3-Bachelor,Technical Degree,3-High,Female,56,3-High,3,Manufacturing Director,3-High,Married,10739,13943,8,No,11,3-Excellent,3-High,1,22,2,3-Better,10,7,0,8,0.7,0.8,1073.9,488.14,0,0,0,0
35,No,Travel_Rarely,583,Research & Development,25,4-Master,Medical,3-High,Female,57,3-High,3,Healthcare Representative,3-High,Divorced,10388,6975,1,Yes,11,3-Excellent,3-High,1,16,3,2-Good,16,10,10,1,0.62,0.06,649.25,649.25,0,0,0,0
30,No,Travel_Rarely,153,Research & Development,8,2-College,Life Sciences,2-Medium,Female,73,4-Very High,3,Research Director,1-Low,Married,11416,17802,0,Yes,12,3-Excellent,3-High,3,9,4,2-Good,8,7,1,7,0.88,0.88,1427.0,1268.44,0,0,0,0
20,Yes,Travel_Rarely,1097,Research & Development,11,3-Bachelor,Medical,4-Very High,Female,98,2-Medium,1,Research Scientist,1-Low,Single,2600,18275,1,Yes,15,3-Excellent,1-Low,0,1,2,3-Better,1,0,0,0,0.0,0.0,2600.0,2600.0,0,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3-Bachelor,Medical,2-Medium,Female,60,3-High,1,Laboratory Technician,2-Medium,Single,2422,25725,0,No,17,3-Excellent,1-Low,0,4,3,3-Better,3,2,1,2,0.67,0.67,807.33,605.5,0,0,0,0
26,No,Travel_Rarely,1066,Research & Development,2,2-College,Medical,4-Very High,Male,32,4-Very High,2,Manufacturing Director,4-Very High,Married,5472,3334,1,No,12,3-Excellent,2-Medium,0,8,2,3-Better,8,7,1,3,0.88,0.38,684.0,684.0,0,0,0,0
22,No,Travel_Rarely,217,Research & Development,8,1-Below College,Life Sciences,2-Medium,Male,94,1-Low,1,Laboratory Technician,1-Low,Married,2451,6881,1,No,15,3-Excellent,1-Low,1,4,3,2-Good,4,3,1,1,0.75,0.25,612.75,612.75,0,0,0,0
48,No,Travel_Rarely,277,Research & Development,6,3-Bachelor,Life Sciences,1-Low,Male,97,2-Medium,2,Healthcare Representative,3-High,Single,4240,13119,2,No,13,3-Excellent,4-Very High,0,19,0,3-Better,2,2,2,2,1.0,1.0,2120.0,223.16,0,0,0,0
48,No,Travel_Rarely,1355,Research & Development,4,4-Master,Life Sciences,3-High,Male,78,2-Medium,3,Healthcare Representative,3-High,Single,10999,22245,7,No,14,3-Excellent,2-Medium,0,27,3,3-Better,15,11,4,8,0.73,0.53,733.27,407.37,0,0,0,0
41,No,Travel_Rarely,549,Research & Development,7,2-College,Medical,4-Very High,Female,42,3-High,2,Manufacturing Director,3-High,Single,5003,23371,6,No,14,3-Excellent,2-Medium,0,8,6,3-Better,2,2,2,1,1.0,0.5,2501.5,625.38,0,0,0,0
39,No,Travel_Rarely,466,Research & Development,1,1-Below College,Life Sciences,4-Very High,Female,65,2-Medium,4,Manufacturing Director,4-Very High,Married,12742,7060,1,No,16,3-Excellent,3-High,1,21,3,3-Better,21,6,11,8,0.29,0.38,606.76,606.76,0,0,0,0
27,No,Travel_Rarely,1055,Research & Development,2,4-Master,Life Sciences,1-Low,Female,47,3-High,2,Manufacturing Director,4-Very High,Married,4227,4658,0,No,18,3-Excellent,2-Medium,1,4,2,3-Better,3,2,2,2,0.67,0.67,1409.0,1056.75,0,0,0,0
35,No,Travel_Rarely,802,Research & Development,10,3-Bachelor,Other,2-Medium,Male,45,3-High,1,Laboratory Technician,4-Very High,Divorced,3917,9541,1,No,20,4-Outstanding,1-Low,1,3,4,2-Good,3,2,1,2,0.67,0.67,1305.67,1305.67,0,0,0,0
42,No,Travel_Rarely,265,Sales,5,2-College,Marketing,4-Very High,Male,90,3-High,5,Manager,3-High,Married,18303,7770,6,No,13,3-Excellent,2-Medium,0,21,3,4-Best,1,0,0,0,0.0,0.0,18303.0,871.57,0,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,3-Bachelor,Life Sciences,1-Low,Male,64,3-High,1,Laboratory Technician,4-Very High,Married,2380,20165,4,No,18,3-Excellent,2-Medium,0,8,5,3-Better,1,0,0,0,0.0,0.0,2380.0,297.5,0,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3-Bachelor,Life Sciences,3-High,Female,69,2-Medium,4,Manufacturing Director,4-Very High,Single,13726,21829,3,Yes,13,3-Excellent,1-Low,0,30,4,3-Better,5,3,4,3,0.6,0.6,2745.2,457.53,0,0,0,0
37,Yes,Travel_Rarely,1141,Research & Development,11,2-College,Medical,1-Low,Female,61,1-Low,2,Healthcare Representative,2-Medium,Married,4777,14382,5,No,15,3-Excellent,1-Low,0,15,2,1-Bad,1,0,0,0,0.0,0.0,4777.0,318.47,0,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,4-Master,Medical,3-High,Male,62,3-High,2,Healthcare Representative,2-Medium,Married,6385,12992,3,Yes,14,3-Excellent,4-Very High,2,17,3,3-Better,8,7,6,7,0.88,0.88,798.12,375.59,0,0,0,0
41,No,Non-Travel,247,Research & Development,7,1-Below College,Life Sciences,2-Medium,Female,55,1-Low,5,Research Director,3-High,Divorced,19973,20284,1,No,22,4-Outstanding,2-Medium,2,21,3,3-Better,21,16,5,10,0.76,0.48,951.1,951.1,0,0,0,0
38,No,Travel_Rarely,1035,Sales,3,4-Master,Life Sciences,2-Medium,Male,42,3-High,2,Sales Executive,4-Very High,Single,6861,4981,8,Yes,12,3-Excellent,3-High,0,19,1,3-Better,1,0,0,0,0.0,0.0,6861.0,361.11,0,0,0,0
26,Yes,Non-Travel,265,Sales,29,2-College,Medical,2-Medium,Male,79,1-Low,2,Sales Executive,1-Low,Single,4969,21813,8,No,18,3-Excellent,4-Very High,0,7,6,3-Better,2,2,2,2,1.0,1.0,2484.5,709.86,0,0,0,0
52,Yes,Travel_Rarely,266,Sales,2,1-Below College,Marketing,1-Low,Female,57,1-Low,5,Manager,4-Very High,Married,19845,25846,1,No,15,3-Excellent,4-Very High,1,33,3,3-Better,32,14,6,9,0.44,0.28,620.16,601.36,0,0,0,0
44,No,Travel_Rarely,1448,Sales,28,3-Bachelor,Medical,4-Very High,Female,53,4-Very High,4,Sales Executive,4-Very High,Married,13320,11737,3,Yes,18,3-Excellent,3-High,1,23,2,3-Better,12,11,11,11,0.92,0.92,1110.0,579.13,0,0,0,0
50,No,Non-Travel,145,Sales,1,3-Bachelor,Life Sciences,4-Very High,Female,95,3-High,2,Sales Executive,3-High,Married,6347,24920,0,No,12,3-Excellent,1-Low,1,19,3,3-Better,18,7,0,13,0.39,0.72,352.61,334.05,0,0,0,0
36,Yes,Travel_Rarely,885,Research & Development,16,4-Master,Life Sciences,3-High,Female,43,4-Very High,1,Laboratory Technician,1-Low,Single,2743,8269,1,No,16,3-Excellent,3-High,0,18,1,3-Better,17,13,15,14,0.76,0.82,161.35,152.39,0,0,0,0
39,No,Travel_Frequently,945,Research & Development,22,3-Bachelor,Medical,4-Very High,Female,82,3-High,3,Manufacturing Director,1-Low,Single,10880,5083,1,Yes,13,3-Excellent,3-High,0,21,2,3-Better,21,6,2,8,0.29,0.38,518.1,518.1,0,0,0,0
33,No,Non-Travel,1038,Sales,8,1-Below College,Life Sciences,2-Medium,Female,88,2-Medium,1,Sales Representative,4-Very High,Single,2342,21437,0,No,19,3-Excellent,4-Very High,0,3,2,2-Good,2,2,2,2,1.0,1.0,1171.0,780.67,0,0,0,0
45,No,Travel_Rarely,1234,Sales,11,2-College,Life Sciences,4-Very High,Female,90,3-High,4,Manager,4-Very High,Married,17650,5404,3,No,13,3-Excellent,2-Medium,1,26,4,4-Best,9,3,1,1,0.33,0.11,1961.11,678.85,0,0,0,0
32,No,Non-Travel,1109,Research & Development,29,4-Master,Medical,4-Very High,Female,69,3-High,1,Laboratory Technician,3-High,Single,4025,11135,9,No,12,3-Excellent,2-Medium,0,10,2,3-Better,8,7,7,7,0.88,0.88,503.12,402.5,0,0,0,0
34,No,Travel_Rarely,216,Sales,1,4-Master,Marketing,2-Medium,Male,75,4-Very High,2,Sales Executive,4-Very High,Divorced,9725,12278,0,No,11,3-Excellent,4-Very High,1,16,2,2-Good,15,1,0,9,0.07,0.6,648.33,607.81,0,0,0,0
59,No,Travel_Rarely,1089,Sales,1,2-College,Technical Degree,2-Medium,Male,66,3-High,3,Manager,4-Very High,Married,11904,11038,3,Yes,14,3-Excellent,3-High,1,14,1,1-Bad,6,4,0,4,0.67,0.67,1984.0,850.29,0,0,0,0
45,No,Travel_Rarely,788,Human Resources,24,4-Master,Medical,2-Medium,Male,36,3-High,1,Human Resources,2-Medium,Single,2177,8318,1,No,16,3-Excellent,1-Low,0,6,3,3-Better,6,3,0,4,0.5,0.67,362.83,362.83,0,0,0,0
53,No,Travel_Frequently,124,Sales,2,3-Bachelor,Marketing,3-High,Female,38,2-Medium,3,Sales Executive,2-Medium,Married,7525,23537,2,No,12,3-Excellent,1-Low,1,30,2,3-Better,15,7,6,12,0.47,0.8,501.67,250.83,0,0,0,0
36,Yes,Travel_Rarely,660,Research & Development,15,3-Bachelor,Other,1-Low,Male,81,3-High,2,Laboratory Technician,3-High,Divorced,4834,7858,7,No,14,3-Excellent,2-Medium,1,9,3,2-Good,1,0,0,0,0.0,0.0,4834.0,537.11,0,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3-Bachelor,Life Sciences,1-Low,Male,57,3-High,1,Research Scientist,1-Low,Married,2042,15346,6,Yes,14,3-Excellent,2-Medium,1,6,2,3-Better,3,2,1,2,0.67,0.67,680.67,340.33,0,0,0,0
34,No,Travel_Rarely,1333,Sales,10,4-Master,Life Sciences,3-High,Female,87,3-High,1,Sales Representative,3-High,Married,2220,18410,1,Yes,19,3-Excellent,4-Very High,1,1,2,3-Better,1,1,0,0,1.0,0.0,2220.0,2220.0,0,0,0,0
28,No,Travel_Rarely,1144,Sales,10,1-Below College,Medical,4-Very High,Male,74,3-High,1,Sales Representative,2-Medium,Married,1052,23384,1,No,22,4-Outstanding,2-Medium,0,1,5,3-Better,1,0,0,0,0.0,0.0,1052.0,1052.0,0,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4-Master,Other,3-High,Male,44,3-High,1,Research Scientist,3-High,Married,2821,2997,3,No,16,3-Excellent,1-Low,1,8,2,3-Better,2,2,2,2,1.0,1.0,1410.5,352.62,0,0,0,0
50,No,Travel_Rarely,1464,Research & Development,2,4-Master,Medical,2-Medium,Male,62,3-High,5,Research Director,3-High,Married,19237,12853,2,Yes,11,3-Excellent,4-Very High,1,29,2,2-Good,8,1,7,7,0.12,0.88,2404.62,663.34,0,0,0,0
37,No,Travel_Rarely,124,Research & Development,3,3-Bachelor,Other,4-Very High,Female,35,3-High,2,Healthcare Representative,2-Medium,Single,4107,13848,3,No,15,3-Excellent,1-Low,0,8,3,2-Good,4,3,0,1,0.75,0.25,1026.75,513.38,0,0,0,0
40,No,Travel_Rarely,300,Sales,26,3-Bachelor,Marketing,3-High,Male,74,3-High,2,Sales Executive,1-Low,Married,8396,22217,1,No,14,3-Excellent,2-Medium,1,8,3,2-Good,7,7,7,5,1.0,0.71,1199.43,1049.5,0,0,0,0
26,No,Travel_Frequently,921,Research & Development,1,1-Below College,Medical,1-Low,Female,66,2-Medium,1,Research Scientist,3-High,Divorced,2007,25265,1,No,13,3-Excellent,3-High,2,5,5,3-Better,5,3,1,3,0.6,0.6,401.4,401.4,0,0,0,0
46,No,Travel_Rarely,430,Research & Development,1,4-Master,Medical,4-Very High,Male,40,3-High,5,Research Director,4-Very High,Divorced,19627,21445,9,No,17,3-Excellent,4-Very High,2,23,0,3-Better,2,2,2,2,1.0,1.0,9813.5,853.35,0,0,0,0
54,No,Travel_Rarely,1082,Sales,2,4-Master,Life Sciences,3-High,Female,41,2-Medium,3,Sales Executive,3-High,Married,10686,8392,6,No,11,3-Excellent,2-Medium,1,13,4,3-Better,9,4,7,0,0.44,0.0,1187.33,822.0,0,0,0,0
56,No,Travel_Frequently,1240,Research & Development,9,3-Bachelor,Medical,1-Low,Female,63,3-High,1,Research Scientist,3-High,Married,2942,12154,2,No,19,3-Excellent,2-Medium,1,18,4,3-Better,5,4,0,3,0.8,0.6,588.4,163.44,0,0,0,0
36,No,Travel_Rarely,796,Research & Development,12,5-Doctor,Medical,4-Very High,Female,51,2-Medium,3,Manufacturing Director,4-Very High,Single,8858,15669,0,No,11,3-Excellent,2-Medium,0,15,2,2-Good,14,8,7,8,0.57,0.57,632.71,590.53,0,0,0,0
55,No,Non-Travel,444,Research & Development,2,1-Below College,Medical,3-High,Male,40,2-Medium,4,Manager,1-Low,Single,16756,17323,7,No,15,3-Excellent,2-Medium,0,31,3,4-Best,9,7,6,2,0.78,0.22,1861.78,540.52,0,0,0,0
43,No,Travel_Rarely,415,Sales,25,3-Bachelor,Medical,3-High,Male,79,2-Medium,3,Sales Executive,4-Very High,Divorced,10798,5268,5,No,13,3-Excellent,3-High,1,18,5,3-Better,1,0,0,0,0.0,0.0,10798.0,599.89,0,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3-Bachelor,Marketing,4-Very High,Female,54,3-High,1,Sales Representative,4-Very High,Single,2323,17205,1,Yes,14,3-Excellent,2-Medium,0,2,3,3-Better,2,2,0,2,1.0,1.0,1161.5,1161.5,0,0,0,0
21,Yes,Travel_Rarely,1334,Research & Development,10,3-Bachelor,Life Sciences,3-High,Female,36,2-Medium,1,Laboratory Technician,1-Low,Single,1416,17258,1,No,13,3-Excellent,1-Low,0,1,6,2-Good,1,0,1,0,0.0,0.0,1416.0,1416.0,0,0,0,0
46,No,Travel_Rarely,1003,Research & Development,8,4-Master,Life Sciences,4-Very High,Female,74,2-Medium,2,Research Scientist,1-Low,Divorced,4615,21029,8,Yes,23,4-Outstanding,1-Low,3,19,2,3-Better,16,13,1,7,0.81,0.44,288.44,242.89,0,0,0,0
51,Yes,Travel_Rarely,1323,Research & Development,4,4-Master,Life Sciences,1-Low,Male,34,3-High,1,Research Scientist,3-High,Married,2461,10332,9,Yes,12,3-Excellent,3-High,3,18,2,4-Best,10,0,2,7,0.0,0.7,246.1,136.72,0,0,0,0
28,Yes,Non-Travel,1366,Research & Development,24,2-College,Technical Degree,2-Medium,Male,72,2-Medium,3,Healthcare Representative,1-Low,Single,8722,12355,1,No,12,3-Excellent,1-Low,0,10,2,2-Good,10,7,1,9,0.7,0.9,872.2,872.2,0,0,0,0
26,No,Travel_Rarely,192,Research & Development,1,2-College,Medical,1-Low,Male,59,2-Medium,1,Laboratory Technician,1-Low,Married,3955,11141,1,No,16,3-Excellent,1-Low,2,6,2,3-Better,5,3,1,3,0.6,0.6,791.0,659.17,0,0,0,0
30,No,Travel_Rarely,1176,Research & Development,20,3-Bachelor,Other,3-High,Male,85,3-High,2,Manufacturing Director,1-Low,Married,9957,9096,0,No,15,3-Excellent,3-High,1,7,1,2-Good,6,2,0,2,0.33,0.33,1659.5,1422.43,0,0,0,0
41,No,Travel_Rarely,509,Research & Development,7,2-College,Technical Degree,2-Medium,Female,43,4-Very High,1,Research Scientist,3-High,Married,3376,18863,1,No,13,3-Excellent,3-High,0,10,3,3-Better,10,6,0,8,0.6,0.8,337.6,337.6,0,0,0,0
38,No,Travel_Rarely,330,Research & Development,17,1-Below College,Life Sciences,3-High,Female,65,2-Medium,3,Healthcare Representative,3-High,Married,8823,24608,0,No,18,3-Excellent,1-Low,1,20,4,2-Good,19,9,1,9,0.47,0.47,464.37,441.15,0,0,0,0
40,No,Travel_Rarely,1492,Research & Development,20,4-Master,Technical Degree,1-Low,Male,61,3-High,3,Healthcare Representative,4-Very High,Married,10322,26542,4,No,20,4-Outstanding,4-Very High,1,14,6,3-Better,11,10,11,1,0.91,0.09,938.36,737.29,0,0,0,0
27,No,Non-Travel,1277,Research & Development,8,5-Doctor,Life Sciences,1-Low,Male,87,1-Low,1,Laboratory Technician,3-High,Married,4621,5869,1,No,19,3-Excellent,4-Very High,3,3,4,3-Better,3,2,1,2,0.67,0.67,1540.33,1540.33,0,0,0,0
55,No,Travel_Frequently,1091,Research & Development,2,1-Below College,Life Sciences,4-Very High,Male,65,3-High,3,Manufacturing Director,2-Medium,Married,10976,15813,3,No,18,3-Excellent,2-Medium,1,23,4,3-Better,3,2,1,2,0.67,0.67,3658.67,477.22,0,0,0,0
28,No,Travel_Rarely,857,Research & Development,10,3-Bachelor,Other,3-High,Female,59,3-High,2,Research Scientist,3-High,Single,3660,7909,3,No,13,3-Excellent,4-Very High,0,10,4,4-Best,8,7,1,7,0.88,0.88,457.5,366.0,0,0,0,0
44,Yes,Travel_Rarely,1376,Human Resources,1,2-College,Medical,2-Medium,Male,91,2-Medium,3,Human Resources,1-Low,Married,10482,2326,9,No,14,3-Excellent,4-Very High,1,24,1,3-Better,20,6,3,6,0.3,0.3,524.1,436.75,0,0,0,0
